129 2
0,4
18465,23588
166,691
41411,24156
372,392
11932,8779
116,72
22204,10741
521,206
9504,2407
275,61
15644,10197
313,566
39331,24916
5480,23901
29836,18450
3950,246
43179,37986
432,651
41897,39644
10996,4566
24352,25493
729,1035
39063,19592
554,173
40383,20117
422,363
51984,35173
430,235
39510,20504
16174,10370
24135,13861
155,105
49676,35312
2254,2046
32464,24449
3257,3347
16289,5814
129,58
13326,6126
667,168
13729,6335
672,166
10532,5495
1441,958
13509,6788
274,104
29159,12632
10341,5683
34473,14554
7580,4669
30685,30988
657,496
36058,37141
2533,941
21576,23450
1234,232
12139,10672
1121,245
32423,42653
341,423
11081,13825
853,81
33692,43098
450,440
11044,14126
253,439
43172,54981
693,1656
36864,46798
430,876
14630,17935
212,589
26930,25151
317,523
12053,14768
122,345
36490,19374
681,315
28007,16102
1300,3790
24597,19121
554,380
17689,2629
4433,581
24438,19027
1170,3103
30663,32639
227,280
30027,31707
847,862
29279,30810
772,1207
17401,18692
257,362
33594,32469
442,2904
17477,21040
195,611
37516,34403
16384,18799
23081,20104
222,378
24319,19745
6887,10399
40730,29268
318,456
18873,16246
175,184
9971,11403
338,369
20662,11980
316,1873
15037,9734
4011,1792
8678,10832
3572,2386
12175,9525
129,218
10348,34798
173,446
7529,14197
132,331
2900,24181
202,894
18538,28899
138,274
44723,43182
400,271
42142,27873
598,223
9764,4507
301,233
42332,29063
433,287
36432,45996
514,442
5992,4358
2172,398
18447,26358
745,416
26467,26155
582,486
19834,22592
2826,4069
18089,19137
1463,160
16475,19459
309,229
33318,30851
388,441
17606,20786
526,214
17634,20814
440,401
18709,21587
120,149
17302,20940
4946,13232
36380,51600
497,790
25237,33764
214,29420
26646,35158
206,30632
34148,45437
14913,4211
6034,9181
557,934
19549,26540
3369,607
18622,26028
196,383
8018,31684
239,679
7205,27247
112,798
37849,71295
836,1246
5083,15919
77,194
51213,35021
983,5736
39106,16860
469,225
75958,62307
1018,376
51819,31967
537,183
17393,4918
361,259
54543,36756
1519,746
16796,6866
292,133
34583,20260
2083,914
57382,37699
1177,1155
52351,36897
1523,372
41006,50744
680,377
47600,60930
600,2481
27361,40615
202,267
1557,12785
727,12389
1278,7105
613,6959
5150,25558
876,1203
42509,40327
4867,2460
90797,64521
6207,3359
17945,5593
1628,45
48266,51094
688,3279
50681,17555
604,300
48776,17109
2703,845
81533,82280
12218,3113
51583,45682
508,406
37414,46304
437,457
29453,38723
214,1404
16147,26922
397,2150
36855,26920
475,556
41123,29054
694,250
31155,23610
638,380
33883,23788
2231,2427
39002,29982
1577,378
59133,42891
1908,1400
38201,54626
462,1964
58055,68260
466,856
16906,12971
379,203
15213,10413
713,186
24800,14751
961,302
23973,13852
346,82
