40 2
4,8
38993,40189
1571,491
68913,54642
2091,795
47056,36440
775,811
46665,36245
1206,660
43135,36247
1909,501
43310,35763
247,353
29500,21606
245,330
43811,33842
580,1004
40981,31585
276,406
38695,26904
1115,485
20363,33191
8424,29078
10440,12961
74,85
8696,10657
66,67
7268,8757
67,63
16679,26516
555,568
10550,14630
321,285
15328,22983
700,1259
11562,9053
949,229
32384,27829
390,424
1982,4991
103,72
2291,5506
97,60
2747,7143
71,41
5122,6922
197,449
4943,4257
84,680
16431,1938
1237,159
16379,2000
1197,148
18112,1748
491,98
20850,3640
466,58
48152,36559
1348,631
25325,4327
1632,348
2773,5367
77,43
3446,5990
67,38
3115,5579
53,38
3679,6159
74,35
1927,3794
68,31
4404,7130
57,44
4020,8378
72,117
4261,8542
618,238
38590,31452
682,461
40052,25842
4955,4618
