80 2
0,4
41411,24156
372,392
15644,10197
313,566
39331,24916
5480,23901
29836,18450
3950,246
40383,20117
422,363
51984,35173
430,235
16289,5814
129,58
13326,6126
667,168
13729,6335
672,166
13509,6788
274,104
30685,30988
657,496
36058,37141
2533,941
21576,23450
1234,232
12139,10672
1121,245
11081,13825
853,81
43172,54981
693,1656
14630,17935
212,589
12053,14768
122,345
36490,19374
681,315
28007,16102
1300,3790
24597,19121
554,380
17689,2629
4433,581
24438,19027
1170,3103
30663,32639
227,280
30027,31707
847,862
29279,30810
772,1207
17401,18692
257,362
33594,32469
442,2904
17477,21040
195,611
37516,34403
16384,18799
23081,20104
222,378
24319,19745
6887,10399
40730,29268
318,456
18873,16246
175,184
9971,11403
338,369
20662,11980
316,1873
15037,9734
4011,1792
8678,10832
3572,2386
12175,9525
129,218
44723,43182
400,271
33318,30851
388,441
17606,20786
526,214
17634,20814
440,401
18709,21587
120,149
17302,20940
4946,13232
36380,51600
497,790
25237,33764
214,29420
26646,35158
206,30632
34148,45437
14913,4211
6034,9181
557,934
19549,26540
3369,607
18622,26028
196,383
8018,31684
239,679
37849,71295
836,1246
5083,15919
77,194
51213,35021
983,5736
39106,16860
469,225
75958,62307
1018,376
51819,31967
537,183
17393,4918
361,259
54543,36756
1519,746
16796,6866
292,133
34583,20260
2083,914
57382,37699
1177,1155
52351,36897
1523,372
41006,50744
680,377
47600,60930
600,2481
27361,40615
202,267
36855,26920
475,556
41123,29054
694,250
31155,23610
638,380
33883,23788
2231,2427
39002,29982
1577,378
59133,42891
1908,1400
38201,54626
462,1964
58055,68260
466,856
16906,12971
379,203
15213,10413
713,186
24800,14751
961,302
23973,13852
346,82
