0,4
18162,21685
251,686
34677,23662
233,309
36798,18688
8324,2265
36808,18730
585,804
35635,23245
775,270
13955,24026
114,132
12362,22043
101,151
11210,20036
76,115
45717,6222
7938,1175
31748,6883
251,101
32307,22788
222,501
37661,31752
11552,522
32064,28345
9720,501
32130,37534
251,319
7227,11534
220,342
16799,13214
3407,12203
16276,12882
1984,11362
12735,26620
188,1059
36414,26301
6526,22525
34442,24008
251,2277
29047,19654
2674,16251
34243,24095
425,5158
28023,29182
219,484
15034,15516
348,467
11973,14522
140,1055
12599,14935
108,185
12767,15270
122,145
7187,9160
1584,5265
6886,9087
321,629
6720,8812
81,109
6472,8521
75,117
18588,30914
194,515
14912,18303
315,1009
8249,16650
162,133
25491,26207
357,576
22338,39742
179,516
24653,45667
237,647
23723,45296
796,952
24714,11926
9037,5550
6278,5584
63,55
6159,5435
60,63
7809,2176
889,162
2960,12686
390,532
9208,15955
588,125
1969,8189
188,444
1788,7719
80,284
34964,17968
8741,722
58677,31566
3968,10505
25218,10009
3608,6492
13844,12651
406,98
40991,14062
13951,2740
37590,11943
16040,10899
16606,4082
1075,182
14508,3313
95,49
47676,49155
541,812
39568,40078
1483,900
38669,38468
404,844
35576,40433
556,636
40877,20957
413,687
26474,10042
1280,1028
40248,22945
591,787
31433,18618
2830,1426
24982,9871
937,1325
31166,21887
328,12947
33784,27940
5999,6184
49744,38890
517,523
19700,16454
1514,688
60870,48527
536,616
